id,title,genres,release_year
34615,"Cry, the Beloved Country","Drama",1995
31174,"Richard III","Drama,War",1995
11443,"Dead Presidents","Action,Crime,Drama,History",1995
35196,"Restoration","Drama,Romance",1995
9312,"Mortal Kombat","Action,Fantasy",1995
577,"To Die For","Fantasy,Drama,Comedy,Thriller",1995
11861,"How To Make An American Quilt","Drama,Romance",1995
807,"Se7en","Crime,Mystery,Thriller",1995
10530,"Pocahontas","Adventure,Animation,Drama,Family",1995
8391,"When Night Is Falling","Drama,Romance",1995
629,"The Usual Suspects","Drama,Crime,Thriller",1995
117164,"Guardian Angel","Action,Thriller,Drama",1994
11448,"Mighty Aphrodite","Comedy,Romance",1995
49133,"Lamerica","Drama,Foreign",1994
26441,"The Big Green","Action,Adventure,Comedy,Family",1995
97406,"Georgia","Drama",1995
124057,"Kids of the Round Table","",1997
9089,"Home for the Holidays","Comedy,Drama,Romance",1995
11010,"The Postman","Comedy,Drama,Romance",1994
99040,"The Confessional","Thriller,Drama,Mystery",1995
11359,"The Indian in the Cupboard","Adventure,Family,Fantasy",1995
17182,"Eye for an Eye","Drama,Thriller",1996
2054,"Mr. Holland's Opus","Music,Drama,Family",1995
10607,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood","Comedy",1996
19760,"Two If by Sea","Comedy,Romance",1996
9536,"Bio-Dome","Comedy",1996
11525,"Lawnmower Man 2: Beyond Cyberspace","Action,Science Fiction",1996
40628,"Two Bits","Drama,Family",1995
4482,"French Twist","Comedy,Romance",1995
10634,"Friday","Comedy",1995
755,"From Dusk Till Dawn","Horror,Action,Thriller,Crime",1996
11859,"Fair Game","Action,Thriller,Romance",1995
28387,"Kicking and Screaming","Comedy,Drama,Romance",1995
48750,"Les Miserables","Drama,History",1995
20927,"Bed of Roses","Drama,Romance",1996
36929,"Big Bully","Comedy,Family",1996
9102,"Screamers","Horror,Science Fiction",1995
124626,"Nico Icon","Documentary",1995
27526,"The Crossing Guard","Drama,Thriller",1995
9623,"The Juror","Drama,Thriller",1996
46785,"The White Balloon","Family,Drama",1995
400,"Things to Do in Denver When You're Dead","Drama,Crime",1995
880,"Antonia's Line","Drama,Comedy",1995
146599,"Once Upon a Time... When We Were Colored","Romance,Drama",1996
188588,"Last Summer in the Hamptons","",1995
8447,"Angels and Insects","Drama,Romance",1995
10534,"White Squall","Action,Drama",1996
17414,"Dunston Checks In","Adventure,Comedy,Family",1996
13997,"Black Sheep","Comedy",1996
2086,"Nick of Time","Crime,Drama,Thriller",1995
61548,"The Journey of August King","Drama",1995
9095,"Mary Reilly","Drama,Horror,Thriller,Romance",1996
12158,"Vampire in Brooklyn","Comedy,Horror,Romance",1995
9283,"Beautiful Girls","Comedy,Drama,Romance",1996
9208,"Broken Arrow","Action,Adventure,Drama,Thriller",1996
40154,"A Midwinter's Tale","Comedy",1995
406,"La Haine","Drama",1995
45549,"Shopping","Action,Adventure,Drama,Science Fiction,Thriller",1994
63076,"Heidi Fleiss: Hollywood Madam","Documentary",1995
11062,"City Hall","Drama,Thriller",1996
13685,"Bottle Rocket","Comedy,Crime,Drama",1996
47475,"Mr. Wrong","Comedy,Romance",1996
2045,"Unforgettable","Drama,Mystery,Science Fiction,Thriller",1996
9614,"Happy Gilmore","Comedy",1996
688,"The Bridges of Madison County","Drama,Romance",1995
11907,"Nobody Loves Me","Drama,Comedy,Family",1994
10874,"Muppet Treasure Island","Action,Comedy,Music,Family,Adventure",1996
89333,"Catwalk","Documentary",1995
96357,"Headless Body in Topless Bar","Crime",1995
197,"Braveheart","Action,Drama,History,War",1995
103,"Taxi Driver","Crime,Drama",1976
33542,"Rumble in the Bronx","Crime,Action,Comedy,Thriller",1995
43566,"Before and After","Drama,Thriller",1996
71754,"Margaret's Museum","Drama",1995
43612,"Happiness Is in the Field","Comedy",1995
51352,"Anne Frank Remembered","Documentary,Drama,Foreign",1995
16934,"The Young Poisoner's Handbook","Comedy,Crime,Drama",1995
10324,"If Lucy Fell","Comedy,Romance",1996
78406,"Steal Big Steal Little","Comedy,Drama",1995
55731,"Race the Sun","Action,Adventure,Comedy,Drama,Family",1996
32119,"The Boys of St. Vincent","Drama",1992
11066,"Boomerang","Comedy,Romance",1992
11104,"Chungking Express","Drama,Comedy,Romance",1994
37975,"The Star Maker","Drama,Romance",1995
2074,"Flirting with Disaster","Comedy,Romance",1996
27793,"The Neverending Story III: Escape from Fantasia","Fantasy",1994
44284,"The Silences of the Palace","Drama",1994
290157,"Jupiter's Wife","",1995
110972,"Pie in the Sky","Comedy,Romance",1996
32622,"Angela","Comedy,Drama",1995
73067,"Frankie Starlight","Drama,Romance,War",1995
11863,"Jade","Action,Thriller,Mystery,Romance",1995
55475,"Nueba Yol","Comedy,Drama,Romance",1995
124636,"Sonic Outlaws","Music,Documentary",1995
9101,"Down Periscope","Comedy",1996
123360,"From the Journals of Jean Seberg","Documentary",1995
5757,"Man of the Year","Comedy",1995
39428,"The Neon Bible","Drama",1995
124639,"Target","",1995
9302,"Up Close & Personal","Drama,Romance",1996
11000,"The Birdcage","Comedy",1996
249882,"Virgin Mary","Drama",1995
16388,"The Brothers McMullen","Comedy,Drama,Romance",1995
9737,"Bad Boys","Action,Comedy,Crime,Thriller",1995
30765,"The Amazing Panda Adventure","Action,Adventure,Drama,Family",1995
10474,"The Basketball Diaries","Drama,Crime",1995
22279,"An Awfully Big Adventure","Romance,Drama,Comedy",1995
30157,"Amateur","Crime,Comedy,Drama,Thriller",1994
568,"Apollo 13","Drama",1995
11780,"Rob Roy","Adventure",1995
34996,"The Addiction","Drama,Horror",1995
414,"Batman Forever","Action,Crime,Fantasy",1995
649,"Belle de Jour","Drama,Romance",1967
1873,"Beyond Rangoon","Drama,Thriller",1995
5894,"Blue in the Face","Comedy",1995
1775,"Canadian Bacon","Action,Comedy",1995
8839,"Casper","Fantasy,Comedy,Family",1995
20649,"Clockers","Mystery,Crime,Drama",1995
10329,"Congo","Action,Adventure,Drama,Mystery,Science Fiction,Thriller",1995
8963,"Crimson Tide","Action,Thriller,Drama",1995
26564,"Crumb","Documentary",1994
8068,"Desperado","Thriller,Action,Crime",1995
8512,"Devil in a Blue Dress","Drama,Mystery,Thriller",1995
1572,"Die Hard: With a Vengeance","Action,Thriller",1995
13552,"The Doom Generation","Action,Comedy,Crime,Drama",1995
259209,"Feast of July","Drama,Crime",1995
6520,"First Knight","Action,Adventure,Drama,Romance",1995
9073,"Free Willy 2 - The Adventure Home","Adventure",1995
10428,"Hackers","Action,Crime,Thriller,Drama",1995
17447,"Jeffrey","Comedy,Drama,Romance",1995
9886,"Johnny Mnemonic","Adventure,Action,Drama,Science Fiction,Thriller",1995
9482,"Judge Dredd","Science Fiction",1995
19326,"Jury Duty","Comedy,Drama",1995
9344,"Kids","Drama,Crime",1995
9071,"Living in Oblivion","Drama,Comedy",1995
8973,"Lord of Illusions","Mystery,Horror,Thriller",1995
15730,"Love & Human Remains","Comedy,Drama",1993
47608,"Mad Love","Drama,Family,Romance",1995
2293,"Mallrats","Romance,Comedy",1995
9070,"Mighty Morphin Power Rangers: The Movie","Action,Adventure,Science Fiction,Family,Fantasy",1995
68274,"Moonlight and Valentino","Comedy,Drama,Romance",1995
48787,"Mute Witness","Thriller,Foreign",1995
34574,"Nadja","Horror,Thriller",1994
1642,"The Net","Crime,Drama,Mystery,Thriller,Action",1995
11472,"Nine Months","Comedy",1995
36196,"Party Girl","Comedy",1995
11980,"The Prophecy","Fantasy,Horror,Thriller",1995
58372,"Reckless","Fantasy,Comedy,Drama",1995
32646,"Safe","Drama",1995
10533,"The Scarlet Letter","Drama,History,Romance",1995
56088,"The Show","Documentary",1995
10802,"Showgirls","Drama",1995
10149,"Smoke","Comedy,Drama",1995
18402,"Something to Talk About","Comedy",1995
9348,"Species","Science Fiction,Horror,Action",1995
139408,"The Stars Fell on Henrietta","Drama",1995
281,"Strange Days","Crime,Drama,Science Fiction,Thriller",1995
5967,"The Umbrellas of Cherbourg","Drama,Romance",1964
79593,"The Tie That Binds","Thriller",1995
47939,"Three Wishes","Drama,Fantasy",1995
36834,"Total Eclipse","Drama,Romance",1995
9090,"To Wong Foo, Thanks for Everything! Julie Newmar","Comedy",1995
3512,"Under Siege 2: Dark Territory","Action,Thriller",1995
52856,"Unstrung Heroes","Comedy,Drama,Family",1995
77350,"Unzipped","Documentary",1995
9560,"A Walk in the Clouds","Drama,Romance",1995
9804,"Waterworld","Adventure,Action",1995
31611,"White Man's Burden","Drama",1995
65796,"Wild Bill","Action,Western",1995
49805,"The Browning Version","Drama",1994
26258,"Bushwhacked","Adventure,Action,Comedy,Crime,Family",1995
50797,"Burnt by the Sun","Drama",1994
19155,"Before the Rain","Drama,War",1994
76,"Before Sunrise","Drama,Romance",1995
11017,"Billy Madison","Comedy",1995
37141,"The Babysitter","Drama,Thriller",1995
9382,"Boys on the Side","Comedy,Drama",1995
6715,"The Cure","Drama,Family",1995
18256,"Castle Freak","Thriller,Drama,Horror,Mystery",1995
22625,"Circle of Friends","Drama,Family,Romance",1995
2292,"Clerks","Comedy",1994
1909,"Don Juan DeMarco","Romance,Drama,Comedy",1994
8984,"Disclosure","Drama,Thriller,Crime,Mystery,Romance",1994
61813,"Dream Man","Thriller",1995
4954,"Drop Zone","Action,Adventure,Thriller",1994
62488,"Destiny Turns on the Radio","Crime,Comedy,Fantasy",1995
10531,"Death and the Maiden","Drama,Thriller,Mystery",1994
11929,"Dolores Claiborne","Crime,Drama,Mystery",1995
8467,"Dumb and Dumber","Comedy",1994
10451,"Eat Drink Man Woman","Comedy,Drama,Romance",1994
20156,"Exotica","Drama,Mystery",1994
18395,"Exit to Eden","Thriller,Comedy,Crime,Romance",1994
522,"Ed Wood","Comedy,Drama,History",1994
397,"French Kiss","Comedy,Romance",1995
10525,"Forget Paris","Comedy,Drama,Romance",1995
27985,"Far from Home: The Adventures of Yellow Dog","Action,Adventure,Drama,Family",1995
15789,"A Goofy Movie","Romance,Animation,Family,Comedy,Adventure",1995
27303,"Hideaway","Drama,Thriller",1995
21183,"Fluke","Drama,Family,Fantasy",1995
10954,"Farinelli","History,Drama",1994
47867,"Gordy","Drama,Family,Fantasy",1995
43475,"Gumby: The Movie","Fantasy,Animation,Science Fiction,Family",1995
72031,"The Glass Shield","Drama,Action,Thriller,Crime",1994
14275,"Hoop Dreams","Documentary",1994
1024,"Heavenly Creatures","Drama,Fantasy",1994
17207,"Houseguest","Comedy,Family",1995
13701,"Immortal Beloved","Drama,Music,Romance",1994
14819,"Heavyweights","Comedy,Family,Drama",1995
32631,"The Hunted","Action,Thriller",1995
11777,"I.Q.","Comedy,Drama,Romance",1994
628,"Interview with the Vampire","Horror,Romance",1994
87729,"Jefferson in Paris","Drama,Romance",1995
18713,"The Jerky Boys","Comedy,Crime",1995
6280,"Junior","Comedy,Family,Romance",1994
9061,"Just Cause","Action,Drama,Mystery,Thriller",1995
37108,"A Kid in King Arthur's Court","Adventure,Fantasy,Comedy,Science Fiction,Family",1995
6071,"Kiss of Death","Action,Crime,Drama,Thriller",1995
11,"Star Wars","Adventure,Action,Science Fiction",1977
9587,"Little Women","Drama,Romance",1994
19101,"A Little Princess","Drama,Family,Fantasy",1995
49980,"Ladybird Ladybird","Drama",1994
17961,"L'Enfer","Crime,Drama",1994
18183,"Like Water for Chocolate","Drama,Romance",1992
4476,"Legends of the Fall","Adventure,Drama,Romance,War",1994
11008,"Major Payne","Adventure,Comedy,Family",1995
47504,"Little Odessa","Action,Drama",1994
32325,"Mi Vida Loca","Crime,Drama",1994
43742,"Love Affair","Drama,Romance",1994
28313,"Losing Isaiah","Drama",1995
11318,"The Madness of King George","Comedy,Drama,History",1994
3036,"Mary Shelley's Frankenstein","Drama,Horror,Science Fiction,Romance",1994
40490,"Man of the House","Action,Comedy,Family",1995
24070,"Mixed Nuts","Comedy,Drama,Romance",1994
8986,"Milk Money","Comedy,Romance",1994
10510,"Miracle on 34th Street","Fantasy,Drama,Family",1994
17402,"Miami Rhapsody","Comedy,Romance",1995
38722,"My Family","Comedy,Drama",1995
8438,"Murder in the First","Crime,Drama",1995
11593,"Nobody's Fool","Drama,Comedy",1994
1945,"Nell","Drama,Thriller",1994
39310,"New Jersey Drive","Crime,Drama",1995
109560,"New York Cop","Action,Thriller,Crime,Drama",1993
56428,"Beyond Bedlam","Horror",1994
63105,"Nemesis 2 - Nebula","Science Fiction,Action,Thriller",1995
131957,"Nina Takes a Lover","Drama,Romance",1995
241,"Natural Born Killers","Crime,Thriller,Drama",1994
9058,"Only You","Comedy,Drama,Romance",1994
527,"Once Were Warriors","Drama",1994
18220,"Poison Ivy II: Lily","Drama,Romance,Thriller",1996
6950,"Outbreak","Action,Drama,Science Fiction,Thriller",1995
101,"Leon: The Professional","Thriller,Crime,Drama",1994
63020,"The Perez Family","Comedy,Drama,Romance",1995
2307,"A Pyromaniac's Love Story","Comedy,Drama,Romance",1995
680,"Pulp Fiction","Thriller,Crime",1994
41478,"Panther","Drama",1995
25296,"Pushing Hands","Comedy,Drama",1992
40156,"Priest","Drama,Romance",1994
11450,"Quiz Show","History,Drama",1994
30304,"Picture Bride","Drama,History",1995
10452,"Queen Margot","Drama,History",1994
12106,"The Quick and the Dead","Action,Western",1995
161495,"Roommates","Drama,Comedy",1995
3586,"Prêt-à-Porter","Drama,Comedy",1994
110,"Three Colors: Red","Drama,Mystery,Romance",1994
108,"Three Colors: Blue","Drama,Music,Mystery",1993
109,"Three Colors: White","Comedy,Drama,Mystery",1994
159185,"Red Firecracker, Green Firecracker","Drama",1994
36357,"Rent-a-Kid","Comedy,Family,TV Movie",1995
92769,"Relative Fear","Horror,Drama",1995
28033,"Stuart Saves His Family","Comedy,Drama",1995
22586,"The Swan Princess","Animation",1994
14334,"The Secret of Roan Inish","Drama,Family,Fantasy",1994
2636,"The Specialist","Action,Thriller",1994
2164,"Stargate","Action,Adventure,Science Fiction",1994
11395,"The Santa Clause","Fantasy,Drama,Comedy,Family",1994
278,"The Shawshank Redemption","Drama,Crime",1994
9905,"Shallow Grave","Crime,Thriller",1994
87078,"Suture","Drama,Thriller",1993
12527,"Strawberry and Chocolate","Comedy,Drama",1993
20306,"Swimming with Sharks","Crime,Comedy",1994
36614,"The Sum of Us","Comedy,Drama,Romance",1994
27993,"Senior Trip","Comedy",1995
31439,"To Live","Drama,Romance,War",1994
9067,"Tank Girl","Action,Comedy,Fantasy,Science Fiction",1995
9059,"Tales from the Crypt: Demon Knight","Horror,Comedy,Thriller",1995
193,"Star Trek: Generations","Science Fiction,Action,Adventure,Thriller",1994
25066,"Tales from the Hood","Crime,Horror,Thriller",1995
46797,"Tom & Viv","Drama,Romance",1994
12122,"Village of the Damned","Thriller,Horror,Science Fiction",1995
11381,"Tommy Boy","Comedy",1995
32636,"Vanya on 42nd Street","Drama,Romance",1994
36141,"The Underneath","Thriller,Crime",1995
95963,"The Walking Dead","Drama,War",1995
1587,"What's Eating Gilbert Grape","Romance,Drama",1993
9271,"Virtuosity","Action,Crime,Science Fiction,Thriller",1995
2064,"While You Were Sleeping","Comedy,Drama,Romance",1995
19855,"The War","Drama",1994
60855,"Double Happiness","Comedy,Romance",1994
236,"Muriel's Wedding","Drama,Comedy,Romance",1994
48287,"The Baby-Sitters Club","Comedy,Drama,Family",1995
3049,"Ace Ventura: Pet Detective","Comedy,Mystery",1994
2759,"The Adventures of Priscilla, Queen of the Desert","Drama,Comedy",1994
12635,"Backbeat","Drama,Music",1994
10497,"Bitter Moon","Thriller,Drama,Romance",1992
11382,"Bullets Over Broadway","Action,Comedy,Thriller",1994
9331,"Clear and Present Danger","Action,Drama,Thriller",1994
10731,"The Client","Drama,Thriller,Crime,Mystery",1994
10464,"Corrina, Corrina","Comedy,Drama,Family,Romance",1994
34152,"Crooklyn","Comedy,Drama",1994
9495,"The Crow","Fantasy,Action,Thriller",1994
29973,"Cobb","Drama",1994
888,"The Flintstones","Fantasy,Comedy,Family",1994
13,"Forrest Gump","Comedy,Drama,Romance",1994
712,"Four Weddings and a Funeral","Comedy,Drama,Romance",1994
16295,"Higher Learning","Romance,Drama,Crime",1995
48992,"I Like It Like That","Comedy,Drama,Romance",1994
10879,"I Love Trouble","Action,Comedy,Romance",1994
10660,"It Could Happen to You","Comedy,Drama,Romance",1994
10714,"The Jungle Book","Adventure,Drama,Family",1994
41647,"The Wonderful, Horrible Life of Leni Riefenstahl","Documentary,Foreign",1993
8587,"The Lion King","Family,Animation,Drama",1994
1689,"Little Buddha","Drama,History",1993
11596,"New Nightmare","Horror,Thriller,Mystery,Fantasy",1994
854,"The Mask","Romance,Comedy,Crime,Fantasy",1994
9359,"Maverick","Action,Adventure,Comedy,Drama,Western",1994
23333,"Mrs. Parker and the Vicious Circle","Drama",1994
36593,"The Naked Gun 33⅓: The Final Insult","Comedy,Crime",1994
12280,"The Paper","Comedy,Drama",1994
2788,"Reality Bites","Drama",1994
10427,"Red Rock West","Crime,Drama,Thriller",1993
11011,"Ri¢hie Ri¢h","Comedy,Family",1994
49803,"Safe Passage","Drama",1994
8987,"The River Wild","Action,Adventure,Crime,Thriller",1994
1637,"Speed","Action,Adventure,Crime",1994
15128,"Speechless","Comedy,Romance",1994
8831,"Timecop","Thriller,Science Fiction,Action,Crime",1994
36955,"True Lies","Action,Thriller",1994
10449,"When a Man Loves a Woman","Drama,Romance",1994
10395,"Wolf","Fantasy",1994
12160,"Wyatt Earp","Drama,Action,Western",1994
40480,"Bad Company","Action,Crime,Romance,Thriller",1995
52038,"A Man of No Importance","Comedy,Drama",1994
29444,"S.F.W.","Comedy,Drama",1994
26352,"A Low Down Dirty Shame","Action,Comedy,Crime",1994
39953,"Boys Life: Three Stories of Love, Lust, and Liberation","Drama",1994
41580,"Colonel Chabert","Drama",1994
315,"Faster, Pussycat! Kill! Kill!","Action,Crime",1965
22067,"Jason's Lyric","Crime,Drama,Romance",1994
18242,"The Secret Adventures of Tom Thumb","Animation,Science Fiction",1993
11667,"Street Fighter","Action,Adventure,Thriller",1994
32502,"Coldblooded","Action,Comedy",1995
267188,"Desert Winds","",1997
28732,"Fall Time","Action,Adventure,Crime,Drama,Thriller",1995
75555,"The Fear","Horror,Thriller",1995
42981,"Frank and Ollie","Documentary",1995
278939,"Girl in the Cadillac","Romance,Adventure,Crime,Drama",1995
291731,"Homage","Thriller,Drama",1995
226229,"Mirage","Action,Thriller",1995
203119,"Open Season","Comedy",1996
172923,"Dos Crímenes","",1995
316098,"Brother Minister: The Assassination of Malcolm X","Documentary",1995
8011,"Highlander: The Final Dimension","Action,Fantasy,Science Fiction",1994
171857,"Federal Hill","",1995
2654,"In the Mouth of Madness","Horror,Mystery,Thriller",1994
18069,"8 Seconds","Drama,Romance",1994
19092,"Above the Rim","Crime,Drama",1994
2758,"Addams Family Values","Comedy,Family,Fantasy",1993
38129,"Martin Lawrence: You So Crazy","Comedy",1994
10436,"The Age of Innocence","Drama,Romance",1993
13595,"Airheads","Comedy,Crime,Music",1994
46094,"The Air Up There","Comedy,Family",1994
9409,"Another Stakeout","Action,Comedy",1993
11853,"Bad Girls","Action,Adventure,Comedy,Drama,Western",1994
16771,"Barcelona","Comedy,Drama,Romance",1994
46924,"Being Human","Drama,Comedy,Fantasy",1994
11041,"The Beverly Hillbillies","Comedy",1993
306,"Beverly Hills Cop III","Action,Comedy,Crime",1994
14522,"Black Beauty","Action,Adventure,Drama,Family",1994
26203,"Blink","Mystery,Crime,Drama,Thriller",1994
178,"Blown Away","Drama,Action,Thriller",1994
19819,"Blue Chips","Drama",1994
57834,"Blue Sky","Drama,Romance",1994
4722,"Body Snatchers","Horror,Science Fiction,Thriller",1993
18215,"Boxing Helena","Drama,Romance",1993
1607,"A Bronx Tale","Drama,Crime",1993
26391,"Cabin Boy","Comedy",1994
117553,"Calendar Girl","Drama,Comedy",1993
6075,"Carlito's Way","Action,Crime,Drama,Thriller",1993
11310,"City Slickers II: The Legend of Curly's Gold","Action,Comedy,Drama,Western",1994
18658,"Clean Slate","Comedy,Thriller,Mystery",1994
9350,"Cliffhanger","Action,Adventure,Thriller",1993
9612,"Coneheads","Comedy,Science Fiction,Family",1993
2124,"Color of Night","Drama,Mystery,Romance,Thriller",1994
26261,"Cops & Robbersons","Action,Comedy,Family",1994
19176,"The Cowboy Way","Western,Action,Comedy",1994
49299,"Dangerous Game","Drama",1993
11566,"Dave","Comedy",1993
9571,"Dazed and Confused","Comedy,Drama",1993
9739,"Demolition Man","Crime,Action,Science Fiction",1993
24257,"The Endless Summer 2","Documentary",1994
34444,"Even Cowgirls Get the Blues","Western,Drama,Comedy,Romance",1994
26141,"Fatal Instinct","Comedy",1993
10997,"Farewell My Concubine","Drama",1993
50463,"The Favor","Drama,Comedy,Romance",1994
10443,"Fearless","Drama",1993
20239,"Fear of a Black Hat","Comedy",1994
16297,"With Honors","Comedy,Drama",1994
18551,"Flesh and Bone","Drama,Mystery,Romance",1993
25440,"Widows' Peak","Comedy,Thriller,Mystery,Romance,Foreign",1994
9024,"For Love or Money","Comedy,Romance",1993
37233,"The Firm","Drama,Mystery,Thriller",1993
1634,"Free Willy","Family,Adventure",1993
13815,"Fresh","Crime,Drama,Thriller",1994
5503,"The Fugitive","Adventure,Action,Thriller,Crime,Mystery",1993
35588,"Geronimo: An American Legend","History,Action,Drama,Western",1993
2087,"The Getaway","Drama,Action,Thriller",1994
41579,"Getting Even with Dad","Family,Comedy,Crime",1994
18620,"Go Fish","Drama,Romance",1994
41006,"A Good Man in Africa","Comedy,Drama",1994
4916,"Guilty as Sin","Drama,Thriller",1993
2019,"Hard Target","Action,Adventure,Crime,Thriller",1993
31642,"Heaven & Earth","History,War,Action,Drama",1993
9255,"Hot Shots! Part Deux","Action,Comedy,War",1993
26271,"Live Nude Girls","Comedy",1995
10612,"The Englishman Who Went Up a Hill But Came Down a Mountain","Drama,Comedy,Romance",1995
2259,"The House of the Spirits","Romance,Drama",1993
16097,"House Party 3","Comedy",1994
11934,"The Hudsucker Proxy","Comedy,Drama",1994
106143,"I'll Do Anything","Comedy,Drama",1994
12475,"In the Army Now","Comedy",1994
9386,"In the Line of Fire","Action,Drama,Thriller,Crime,Mystery",1993
7984,"In the Name of the Father","Drama",1993
59930,"The Inkwell","Comedy,Drama,Romance",1994
15765,"What's Love Got to Do with It","Drama,Music",1993
31643,"Jimmy Hollywood","Comedy",1994
6,"Judgment Night","Action,Thriller,Crime",1993
329,"Jurassic Park","Adventure,Science Fiction",1993
10909,"Kalifornia","Thriller,Crime",1993
507,"Killing Zoe","Action,Crime,Drama,Thriller",1993
34024,"King of the Hill","Drama",1993
29918,"Lassie","Action,Adventure,Drama,Family",1994
9593,"Last Action Hero","Adventure,Fantasy,Action,Comedy,Family",1993
42580,"Life With Mikey","Comedy,Family",1993
22317,"Lightning Jack","Action,Comedy,Western",1994
1413,"M. Butterfly","Drama,Romance",1993
12121,"Made in America","Comedy",1993
2246,"Malice","Drama,Crime",1993
10502,"The Man without a Face","Drama",1993
10440,"Manhattan Murder Mystery","Comedy,Mystery",1993
9516,"Menace II Society","Drama,Action,Crime",1993
2320,"Executive Decision","Action,Adventure,Drama,Thriller",1996
5879,"In the Realm of the Senses","Drama,Romance",1976
83718,"What Happened Was...","Thriller,Comedy,Drama,Romance",1994
11971,"Much Ado About Nothing","Drama,Comedy,Romance",1993
2625,"Mr. Jones","Drama,Romance",1993
31911,"Mr. Wonderful","Comedy,Romance",1993
788,"Mrs. Doubtfire","Comedy,Drama,Family",1993
21450,"Naked","Comedy,Drama",1993
11231,"The Next Karate Kid","Adventure",1994
41588,"The New Age","Comedy,Drama",1994
10447,"No Escape","Action,Drama,Science Fiction,Thriller",1994
31586,"North","Comedy,Drama,Family,Fantasy,Science Fiction",1994
9300,"Orlando","Romance,Drama,Fantasy",1992
9559,"A Perfect World","Crime,Drama,Thriller",1993
9800,"Philadelphia","Drama",1993
713,"The Piano","Drama,Romance",1993
8291,"Poetic Justice","Drama,Romance",1993
18133,"The Program","Drama",1993
25557,"The Puppet Masters","Horror,Science Fiction,Thriller",1994
22588,"Radioland Murders","Comedy,Crime,Drama,Music,Mystery,Romance",1994
10872,"The Ref","Comedy",1994
1245,"The Remains of the Day","Drama,Romance",1993
11858,"Renaissance Man","Comedy,War",1994
7007,"Rising Sun","Action,Drama,Thriller",1993
10467,"The Road to Wellville","Comedy,Romance",1994
5550,"RoboCop 3","Action,Adventure,Crime,Science Fiction,Thriller",1993
8005,"Robin Hood: Men in Tights","Comedy",1993
2088,"Romeo Is Bleeding","Action,Crime,Drama,Thriller",1993
10412,"Romper Stomper","Action,Drama,Thriller",1992
47889,"Ruby in Paradise","Drama,Romance",1993
14534,"Rudy","Drama",1993
56583,"The Saint of Fort Washington","Drama",1993
41878,"Savage Nights","Drama",1992
424,"Schindler's List","Drama,History,War",1993
35233,"The Scout","Comedy,Drama",1994
14291,"Searching for Bobby Fischer","Drama",1993
103413,"Second Best","Drama",1994
11236,"The Secret Garden","Drama,Family,Fantasy",1993
11592,"Serial Mom","Comedy,Crime,Horror,Thriller",1994
8850,"The Shadow","Adventure,Fantasy,Action,Thriller,Science Fiction",1994
10445,"Shadowlands","Drama,Romance",1993
695,"Short Cuts","Comedy,Drama",1993
43535,"A Simple Twist of Fate","Drama,Family",1994
12519,"Sirens","Comedy,Drama",1993
23210,"Six Degrees of Separation","Mystery,Drama,Comedy",1993
858,"Sleepless in Seattle","Comedy,Drama,Romance",1993
867,"Sliver","Drama,Thriller",1993
78,"Blade Runner","Science Fiction,Drama,Thriller",1982
13203,"Son in Law","Comedy,Drama,Romance",1993
10442,"So I Married an Axe Murderer","Comedy,Crime,Romance",1993
11074,"Striking Distance","Crime,Action,Mystery,Thriller",1993
33367,"Harem","History,Drama,Romance",1985
